id	latitude	longitude	location_name	price	bedrooms	bathrooms	size_m2	property_type	condition	year_built	distance_to_center_km	near_school	near_hospital	near_market	parking	security_rating	furnished	listing_type	agent_id	days_on_market
199	9.607862	41.888517	Melka Jebdu	3157086	4	2	106	House	Old	2016	3.76	No	Yes	No	No	5	Furnished	Rent	110	31
200	9.59137	41.844874	Addis Ketema	3188302	2	3	73	Apartment	New	2005	3.69	No	Yes	Yes	No	5	Semi	Sale	109	41
201	9.59377	41.866222	Addis Ketema	4824583	3	1	132	Apartment	Good	2005	1.28	Yes	No	No	Yes	5	Unfurnished	Rent	109	43
202	9.583077	41.84185	Kezira	8904772	1	1	210	Studio	Old	2014	3.97	Yes	Yes	Yes	No	5	Semi	Rent	107	38
203	9.586286	41.859387	Addis Ketema	3434138	1	2	87	Studio	Old	2018	3.14	Yes	Yes	No	No	1	Semi	Sale	103	15
204	9.626461	41.851848	Melka Jebdu	2771969	5	3	95	Studio	New	2022	5.68	No	No	No	No	3	Furnished	Sale	102	27
205	9.60362	41.870287	Goro	5520380	4	1	188	Apartment	New	2011	6.71	No	No	No	No	5	Furnished	Rent	110	52
206	9.599137	41.836521	Melka Jebdu	4472993	1	1	149	Apartment	Old	2012	2.88	No	Yes	No	Yes	5	Semi	Sale	107	30
207	9.609724	41.88847	Industrial Zone	3826939	2	2	164	House	New	2012	1.07	No	Yes	Yes	No	4	Furnished	Sale	108	38
208	9.636772	41.86058	Goro	2745319	5	2	84	House	New	2015	5.82	Yes	Yes	Yes	No	3	Semi	Sale	109	13
209	9.618224	41.855111	Kezira	7866178	1	3	187	Apartment	New	2005	6.78	No	No	Yes	Yes	1	Unfurnished	Sale	103	22
210	9.58231	41.861161	Industrial Zone	1301946	2	3	58	Studio	Good	2016	6.53	No	Yes	No	Yes	3	Furnished	Sale	100	32
211	9.609938	41.83884	Melka Jebdu	5381763	2	3	160	House	Old	2023	2.37	Yes	No	Yes	Yes	5	Unfurnished	Rent	105	13
212	9.630345	41.871077	Sabian	4744995	1	3	141	Apartment	Old	2008	1.13	No	No	Yes	No	4	Furnished	Rent	106	49
213	9.633788	41.868736	Kezira	7174947	5	1	170	Studio	New	2012	4.14	No	Yes	Yes	No	3	Furnished	Sale	107	34
214	9.59037	41.886704	Kezira	7995199	5	1	205	Studio	Good	2013	2.32	Yes	Yes	No	Yes	1	Unfurnished	Rent	109	46
215	9.622543	41.835127	Industrial Zone	4249354	5	1	186	Studio	Good	2016	3.37	No	No	Yes	No	2	Unfurnished	Sale	107	24
216	9.632226	41.849049	Melka Jebdu	1729579	3	1	57	House	Good	2020	6.95	No	Yes	Yes	Yes	3	Semi	Sale	106	54
217	9.619375	41.864041	Melka Jebdu	5439960	1	1	167	Apartment	Old	2021	6	Yes	No	Yes	No	3	Semi	Sale	100	15
218	9.629609	41.877086	Goro	3911870	4	2	116	Apartment	Old	2021	4.58	No	No	Yes	No	3	Unfurnished	Rent	108	9
219	9.632938	41.879394	Kezira	2885616	4	3	69	House	Old	2011	2.42	No	Yes	No	No	4	Semi	Rent	101	20
220	9.638619	41.83218	Melka Jebdu	2773105	1	3	82	House	New	2013	1.7	No	Yes	Yes	Yes	4	Semi	Rent	108	55
221	9.607322	41.872335	Melka Jebdu	4566763	5	3	154	Studio	Old	2005	2.42	No	No	No	Yes	1	Semi	Rent	100	6
222	9.634588	41.831511	Goro	6080865	4	3	206	Studio	Good	2008	1.05	No	No	No	No	3	Furnished	Rent	102	35
223	9.585797	41.853129	Kezira	6329081	1	2	144	Apartment	New	2017	3.05	No	Yes	Yes	No	2	Semi	Sale	102	28
224	9.616267	41.866282	Industrial Zone	4662639	2	2	202	Apartment	Good	2019	4.89	No	Yes	Yes	Yes	5	Unfurnished	Rent	110	24
225	9.583418	41.85299	Kezira	6724561	3	3	157	House	Old	2020	2.56	No	Yes	Yes	Yes	5	Semi	Rent	106	41
226	9.601896	41.872835	Industrial Zone	1326389	3	2	68	Apartment	Good	2008	5.08	No	No	No	Yes	2	Furnished	Sale	100	7
227	9.613218	41.831718	Melka Jebdu	6305259	1	2	193	Apartment	Good	2011	2.53	Yes	No	Yes	Yes	3	Unfurnished	Rent	104	40
228	9.635943	41.865256	Kezira	5188068	4	3	119	Apartment	Old	2013	1.65	Yes	Yes	Yes	Yes	5	Semi	Rent	104	55
229	9.58974	41.830413	Melka Jebdu	6602909	3	3	199	Apartment	Good	2017	1.85	No	No	Yes	No	1	Unfurnished	Sale	104	35
230	9.598758	41.837968	Sabian	2170888	3	3	69	Studio	Good	2010	3.63	Yes	Yes	Yes	No	5	Furnished	Sale	100	34
231	9.625958	41.862281	Goro	3417614	5	3	120	Apartment	Old	2024	6.16	Yes	No	No	Yes	1	Unfurnished	Sale	109	2
232	9.598538	41.851857	Kezira	7353563	1	3	176	Studio	New	2014	4.81	No	No	Yes	No	2	Semi	Sale	104	34
233	9.595411	41.867326	Addis Ketema	5039884	5	1	137	Studio	New	2017	3	Yes	No	No	No	3	Semi	Rent	102	51
234	9.631057	41.842086	Sabian	5025923	3	3	149	Studio	Old	2014	6.15	Yes	No	Yes	Yes	1	Furnished	Rent	100	9
235	9.582741	41.876896	Addis Ketema	8080219	5	1	196	Studio	Good	2006	5.11	Yes	Yes	Yes	Yes	1	Unfurnished	Rent	107	38
236	9.631476	41.842144	Industrial Zone	4439479	2	1	217	Studio	Old	2009	6.26	No	No	No	No	2	Furnished	Rent	107	52
237	9.602628	41.871546	Melka Jebdu	2987645	3	1	100	House	New	2018	5.01	Yes	No	No	No	2	Furnished	Rent	107	60
238	9.587919	41.863855	Goro	1308598	4	2	50	Apartment	New	2009	5.59	No	No	No	Yes	4	Unfurnished	Rent	101	56
239	9.623634	41.860733	Kezira	7419532	5	2	169	Studio	New	2022	1.64	Yes	No	Yes	Yes	5	Semi	Rent	101	28
240	9.580616	41.868506	Goro	4572325	2	3	138	Studio	Good	2006	1.96	Yes	Yes	Yes	Yes	3	Furnished	Rent	101	8
241	9.603264	41.875488	Goro	4241530	3	1	141	Studio	Good	2023	6.95	Yes	Yes	No	No	3	Semi	Sale	102	59
242	9.6389	41.845997	Goro	4159991	4	3	130	House	Good	2011	6.63	No	No	Yes	No	1	Unfurnished	Sale	104	35
243	9.5981	41.842997	Melka Jebdu	3576512	1	3	124	Studio	New	2011	4.92	No	Yes	No	Yes	3	Furnished	Rent	109	44
244	9.637457	41.886113	Addis Ketema	5920462	4	1	162	Studio	Good	2023	4.49	Yes	No	No	No	1	Furnished	Sale	107	49
245	9.604309	41.846936	Sabian	3437399	3	1	105	House	Good	2009	5.24	Yes	No	Yes	Yes	4	Unfurnished	Rent	102	28
246	9.582427	41.854102	Kezira	4103415	4	2	105	House	New	2021	2.54	Yes	No	No	Yes	2	Semi	Rent	102	35
247	9.581284	41.858507	Goro	6027141	5	2	188	Apartment	New	2016	6.09	Yes	Yes	Yes	Yes	1	Furnished	Rent	110	7
248	9.613856	41.856395	Sabian	5705220	2	1	178	Studio	Good	2012	1.49	Yes	Yes	Yes	Yes	5	Unfurnished	Rent	106	48
249	9.589323	41.844437	Industrial Zone	4392360	2	3	195	Apartment	New	2022	6.21	Yes	No	Yes	No	4	Semi	Rent	108	49
250	9.636686	41.85296	Industrial Zone	4184818	5	1	200	Apartment	New	2009	5.31	No	Yes	No	Yes	5	Furnished	Sale	105	30
251	9.6321	41.852391	Sabian	4012349	4	2	122	Apartment	Old	2020	4.4	Yes	No	Yes	No	4	Semi	Sale	108	46
252	9.63945	41.868611	Industrial Zone	2282617	4	2	92	House	Good	2016	3.94	Yes	No	Yes	Yes	2	Furnished	Sale	106	30
253	9.612728	41.839552	Addis Ketema	8219368	4	2	220	House	Old	2011	2.68	Yes	No	No	Yes	5	Unfurnished	Rent	103	7
254	9.628815	41.857444	Kezira	2731827	2	2	69	Apartment	New	2005	4.43	Yes	No	No	Yes	4	Furnished	Sale	110	24
255	9.629945	41.844266	Kezira	5789285	2	1	131	House	Good	2011	6.97	Yes	No	Yes	No	1	Semi	Rent	109	34
256	9.583487	41.882227	Sabian	2255491	1	3	78	Studio	Good	2005	1.32	No	No	No	Yes	4	Furnished	Rent	101	32
257	9.586795	41.833542	Addis Ketema	5837257	1	3	143	Studio	Old	2009	3.26	No	Yes	Yes	No	4	Unfurnished	Sale	103	18
258	9.631662	41.875722	Industrial Zone	4110827	4	1	190	House	Good	2021	4.87	No	Yes	No	No	2	Unfurnished	Sale	110	57
259	9.58463	41.883792	Addis Ketema	6819453	3	1	170	House	Good	2020	1.64	Yes	No	Yes	No	4	Semi	Sale	107	37
260	9.616696	41.845973	Sabian	2465216	5	1	77	House	Good	2010	1.1	No	Yes	Yes	No	1	Furnished	Sale	104	45
261	9.592765	41.884915	Sabian	6628979	4	2	219	Apartment	New	2006	2.26	Yes	No	No	No	2	Semi	Rent	106	1
262	9.638636	41.846511	Kezira	3640373	5	2	90	House	Old	2006	5.99	No	No	No	Yes	2	Semi	Sale	106	37
263	9.597128	41.880531	Melka Jebdu	2349955	3	2	77	House	Old	2021	5.39	Yes	Yes	Yes	Yes	2	Unfurnished	Rent	110	35
264	9.596132	41.871577	Industrial Zone	1362489	3	2	57	House	Good	2021	6.38	No	No	Yes	Yes	4	Semi	Sale	108	37
265	9.609288	41.864324	Goro	2359832	3	1	68	Apartment	Good	2006	1.58	No	Yes	Yes	No	4	Semi	Sale	101	30
266	9.589672	41.848391	Industrial Zone	1222863	3	3	57	Studio	Good	2018	5.19	No	No	No	No	5	Semi	Sale	101	22
267	9.591611	41.83583	Addis Ketema	3795873	4	2	94	House	Old	2023	6.55	Yes	Yes	Yes	No	5	Semi	Rent	106	57
268	9.592291	41.88201	Addis Ketema	7100322	5	1	175	Studio	Good	2014	6.47	No	No	Yes	No	1	Unfurnished	Rent	105	7
269	9.639301	41.854476	Kezira	3968756	4	2	101	Studio	Old	2017	4.96	No	Yes	No	Yes	5	Unfurnished	Sale	102	41
270	9.582413	41.880269	Melka Jebdu	6270844	2	2	189	Apartment	New	2024	5.32	No	No	Yes	Yes	3	Unfurnished	Rent	105	26
271	9.586935	41.867391	Industrial Zone	2705909	4	3	124	House	Good	2022	4.46	No	Yes	Yes	Yes	1	Furnished	Sale	105	48
272	9.618927	41.878741	Melka Jebdu	5159137	2	1	153	House	Good	2017	1.4	No	No	Yes	No	2	Unfurnished	Sale	109	18
273	9.61197	41.87834	Sabian	2133834	1	1	77	House	Old	2006	5.54	Yes	Yes	No	Yes	1	Furnished	Rent	110	14
274	9.630001	41.843384	Industrial Zone	4475878	2	1	214	Apartment	Old	2016	6.51	No	No	No	No	1	Semi	Rent	101	9
275	9.632863	41.830704	Sabian	1998628	2	3	64	Studio	Old	2008	4.65	No	No	Yes	No	1	Unfurnished	Rent	104	54
276	9.596169	41.888816	Kezira	6626091	4	2	153	House	Old	2009	5.82	No	Yes	Yes	No	4	Unfurnished	Sale	108	24
277	9.636338	41.833118	Addis Ketema	5023286	5	2	122	Studio	New	2005	1.37	Yes	Yes	Yes	No	5	Furnished	Rent	110	11
278	9.634375	41.875901	Sabian	3688755	2	3	123	House	New	2007	1.94	No	No	No	Yes	2	Semi	Rent	108	11
279	9.630955	41.83797	Kezira	3092739	4	2	81	House	New	2014	4.15	Yes	No	No	No	1	Furnished	Sale	101	18
280	9.592552	41.843871	Addis Ketema	6085870	1	2	143	Studio	Good	2015	2.83	No	No	Yes	No	4	Furnished	Sale	102	44
281	9.620333	41.856603	Goro	2300913	1	2	66	Apartment	Old	2012	3.61	Yes	No	Yes	Yes	3	Furnished	Sale	104	25
282	9.610301	41.883225	Kezira	4045899	3	1	95	Studio	New	2007	1.38	Yes	No	Yes	No	1	Furnished	Sale	106	30
283	9.622861	41.879264	Addis Ketema	7218323	1	3	188	Apartment	Old	2018	3.49	No	No	No	Yes	3	Semi	Rent	100	45
284	9.626644	41.886377	Sabian	6749343	5	3	200	Apartment	Old	2015	1.13	Yes	Yes	Yes	No	5	Semi	Rent	106	47
285	9.601106	41.851111	Addis Ketema	6630407	5	1	160	Apartment	Good	2007	3.81	No	Yes	Yes	No	2	Furnished	Sale	101	27
286	9.593327	41.86616	Melka Jebdu	2323352	4	2	66	Studio	New	2009	5.11	No	Yes	Yes	Yes	2	Unfurnished	Rent	106	54
287	9.599896	41.865558	Kezira	3363801	4	3	90	Studio	New	2017	5.98	Yes	Yes	No	No	2	Unfurnished	Rent	110	44
288	9.633133	41.853054	Sabian	3753800	1	2	123	House	Good	2015	6.05	Yes	No	No	Yes	2	Unfurnished	Rent	107	5
289	9.5878	41.854961	Goro	6753973	3	1	208	House	New	2023	4.86	Yes	Yes	Yes	Yes	2	Semi	Sale	100	29
290	9.625261	41.862237	Addis Ketema	2600846	3	2	71	Studio	Good	2013	1.42	Yes	No	No	No	3	Semi	Sale	109	1
291	9.602683	41.889477	Industrial Zone	1913785	2	1	81	Studio	Good	2018	6.24	No	Yes	Yes	Yes	3	Unfurnished	Rent	103	37
292	9.615343	41.862052	Addis Ketema	7644502	4	2	200	House	Good	2009	3.51	No	Yes	No	Yes	3	Unfurnished	Rent	108	56
293	9.614447	41.876916	Goro	4442888	5	1	147	House	Old	2015	1.06	No	Yes	No	Yes	3	Unfurnished	Rent	104	53
294	9.599786	41.886867	Industrial Zone	4651840	1	1	201	Studio	Good	2021	2.62	Yes	Yes	Yes	No	1	Furnished	Rent	101	8
295	9.618827	41.838247	Addis Ketema	2427696	4	1	61	House	New	2021	6.71	Yes	Yes	Yes	No	2	Furnished	Rent	107	14
296	9.610519	41.849528	Industrial Zone	2001167	5	1	87	Studio	Good	2017	4.44	No	No	Yes	No	2	Furnished	Sale	101	8
297	9.58806	41.836181	Addis Ketema	7096630	1	3	192	House	Good	2019	5.12	No	No	No	No	4	Unfurnished	Rent	105	2
298	9.623858	41.887088	Kezira	3812224	1	1	96	Studio	Old	2010	3.32	No	No	No	No	5	Furnished	Sale	101	55
299	9.622932	41.87962	Goro	3999033	4	2	137	Studio	Good	2011	4.91	Yes	No	No	Yes	3	Unfurnished	Rent	106	7
300	9.634313	41.835589	Melka Jebdu	3286919	5	2	112	Apartment	Old	2020	5.48	No	No	No	Yes	3	Furnished	Rent	103	57
301	9.595211	41.860581	Addis Ketema	7742486	4	1	187	Apartment	Old	2017	4.25	No	Yes	Yes	No	2	Semi	Sale	106	52
302	9.638176	41.883139	Industrial Zone	1838934	1	3	89	Studio	Good	2006	1.01	Yes	Yes	No	No	3	Unfurnished	Rent	108	51
303	9.601382	41.864398	Addis Ketema	6001626	5	3	162	House	Good	2021	5.09	No	Yes	No	Yes	3	Semi	Sale	108	36
304	9.6211	41.856875	Melka Jebdu	1907136	1	1	61	House	Good	2005	5.81	Yes	Yes	Yes	Yes	3	Unfurnished	Rent	101	23
305	9.600557	41.867448	Goro	6310100	1	1	196	House	Old	2022	3.17	Yes	Yes	Yes	Yes	4	Furnished	Rent	108	25
306	9.607697	41.859525	Goro	3167096	5	2	112	Studio	New	2016	6.97	Yes	Yes	No	Yes	3	Furnished	Rent	107	20
307	9.6353	41.87479	Kezira	7495018	3	2	188	House	Old	2005	6.21	No	Yes	No	No	5	Semi	Sale	103	17
308	9.609364	41.889183	Goro	5464030	2	3	188	Studio	New	2016	1.4	Yes	No	No	No	4	Furnished	Sale	104	28
309	9.59485	41.88123	Kezira	8897725	4	3	212	Studio	Good	2009	1.98	Yes	Yes	Yes	No	1	Furnished	Rent	105	39
310	9.598872	41.868789	Industrial Zone	3622765	2	2	161	House	Old	2009	2.94	Yes	Yes	Yes	Yes	4	Furnished	Sale	105	17
311	9.598942	41.876149	Kezira	4904760	3	1	124	Studio	Old	2016	3.38	No	Yes	No	No	2	Furnished	Sale	100	19
312	9.592878	41.881619	Sabian	6352586	1	3	209	Apartment	New	2015	6.43	Yes	No	No	Yes	4	Semi	Rent	103	48
313	9.619482	41.843437	Addis Ketema	1940366	2	3	53	Apartment	Good	2010	3.61	No	Yes	No	Yes	1	Unfurnished	Sale	106	38
314	9.626361	41.838209	Kezira	3895769	1	2	93	Apartment	New	2022	3.24	Yes	No	Yes	No	3	Unfurnished	Sale	106	57
315	9.609396	41.856158	Kezira	3341944	3	3	78	Apartment	Good	2024	6.1	No	Yes	Yes	Yes	1	Semi	Sale	108	30
316	9.592613	41.862421	Goro	4732052	4	2	138	Studio	Good	2020	6.39	Yes	No	Yes	Yes	5	Furnished	Rent	107	14
317	9.619389	41.83301	Melka Jebdu	1672700	2	3	51	Apartment	New	2016	4.62	No	Yes	Yes	No	5	Semi	Rent	110	7
318	9.625297	41.846663	Addis Ketema	6004385	1	3	161	Studio	Good	2021	4.46	No	Yes	No	No	2	Semi	Rent	100	29
319	9.616475	41.876188	Kezira	3592862	3	3	86	Studio	Good	2010	1.06	Yes	No	Yes	No	2	Furnished	Sale	103	27
320	9.586286	41.857218	Sabian	2828824	1	2	91	House	Good	2010	5.37	Yes	Yes	Yes	No	4	Semi	Sale	105	37
321	9.590774	41.86189	Goro	3244843	5	1	110	House	New	2019	3.65	No	No	No	No	3	Semi	Rent	105	37
322	9.613951	41.8732	Industrial Zone	2530579	5	3	112	Apartment	New	2006	2.2	Yes	No	Yes	Yes	2	Unfurnished	Rent	110	16
323	9.597665	41.855109	Melka Jebdu	3472297	1	2	102	House	New	2021	2.84	No	No	Yes	No	1	Furnished	Rent	108	1
324	9.607446	41.835152	Sabian	1635542	1	1	59	Apartment	Good	2009	4.45	No	Yes	No	Yes	2	Furnished	Rent	106	45
325	9.636378	41.836027	Melka Jebdu	4083362	4	3	120	Studio	New	2014	1.29	No	Yes	Yes	No	3	Unfurnished	Rent	108	13
326	9.589029	41.872748	Addis Ketema	4709869	1	1	117	House	Good	2015	3.91	Yes	Yes	Yes	Yes	3	Semi	Rent	103	29
327	9.626064	41.865267	Industrial Zone	1235885	1	2	53	House	New	2008	1.88	No	Yes	Yes	Yes	1	Unfurnished	Rent	110	48
328	9.613731	41.86405	Industrial Zone	2470636	2	1	115	Apartment	Old	2020	6.01	No	Yes	Yes	Yes	5	Semi	Sale	103	5
329	9.593681	41.850396	Sabian	2362953	5	2	81	Studio	Old	2019	2.18	Yes	No	No	No	4	Unfurnished	Rent	102	38
330	9.624955	41.868054	Sabian	3421388	4	1	101	House	Good	2019	6.44	No	Yes	Yes	No	2	Furnished	Sale	104	47
331	9.629295	41.843306	Addis Ketema	1924087	3	3	53	Apartment	Old	2016	4.13	Yes	Yes	No	No	1	Furnished	Sale	106	31
332	9.6158	41.836998	Industrial Zone	3274504	5	1	151	Apartment	New	2024	2.25	Yes	No	No	No	3	Furnished	Sale	103	58
333	9.634765	41.850606	Kezira	8235766	1	1	210	Apartment	Good	2013	2.25	Yes	Yes	No	No	4	Semi	Sale	102	10
334	9.606082	41.857012	Melka Jebdu	4910880	4	2	151	Apartment	Old	2024	2.43	No	Yes	Yes	Yes	3	Unfurnished	Sale	102	15
335	9.591025	41.88188	Industrial Zone	1528476	5	3	66	House	Good	2008	2.45	Yes	Yes	No	Yes	3	Semi	Rent	105	2
336	9.593778	41.864836	Melka Jebdu	5700725	5	1	171	House	Old	2017	4.16	No	Yes	Yes	Yes	4	Semi	Rent	110	25
337	9.602508	41.865338	Sabian	4868510	5	3	143	Studio	New	2018	1.46	No	Yes	Yes	No	3	Furnished	Rent	108	37
338	9.602846	41.872019	Goro	3170885	2	1	109	Studio	Good	2022	6.23	Yes	No	No	No	1	Semi	Sale	110	29
339	9.598511	41.868284	Melka Jebdu	5612402	4	2	174	Apartment	Old	2010	3	Yes	No	Yes	Yes	4	Semi	Sale	107	48
340	9.582569	41.869712	Addis Ketema	4206324	3	1	106	House	New	2011	1.19	Yes	No	Yes	No	4	Unfurnished	Rent	108	34
341	9.59087	41.833929	Industrial Zone	3681488	2	2	170	Studio	Good	2014	4.44	No	Yes	No	Yes	4	Semi	Rent	107	31
342	9.634417	41.882535	Melka Jebdu	4486366	3	2	152	House	Old	2009	5.38	No	Yes	No	No	4	Semi	Sale	106	57
343	9.617947	41.878092	Sabian	3463485	5	2	110	Studio	Old	2010	3.73	No	Yes	No	Yes	1	Semi	Rent	105	60
344	9.593251	41.832736	Goro	4960864	5	1	169	Studio	New	2013	1	Yes	Yes	No	Yes	4	Furnished	Sale	108	20
345	9.619798	41.877901	Addis Ketema	4920406	5	3	131	Studio	New	2011	1.98	Yes	No	No	Yes	4	Semi	Rent	106	13
346	9.582853	41.867725	Addis Ketema	5197422	4	3	141	Studio	Good	2012	5.32	No	Yes	No	No	2	Furnished	Rent	110	13
347	9.60638	41.879144	Kezira	7965689	1	3	189	House	New	2017	3.13	No	No	Yes	No	1	Unfurnished	Sale	100	27
348	9.639253	41.849634	Industrial Zone	3200018	1	1	130	Apartment	Good	2009	4.45	No	No	Yes	Yes	1	Semi	Rent	110	37
349	9.632652	41.836768	Kezira	4688727	3	2	125	Apartment	Old	2006	2.42	No	Yes	No	No	3	Unfurnished	Sale	105	38
350	9.600907	41.842786	Sabian	5392409	4	1	185	Studio	New	2011	5.44	Yes	Yes	No	Yes	2	Semi	Sale	108	35
351	9.594159	41.860406	Sabian	1826131	3	1	53	Apartment	New	2016	6.84	No	No	Yes	No	2	Unfurnished	Sale	101	40
352	9.638371	41.850414	Industrial Zone	3502799	1	3	164	House	New	2015	2.41	Yes	No	No	Yes	2	Unfurnished	Rent	104	45
353	9.594296	41.881557	Goro	1957472	1	2	63	Studio	New	2018	1.78	No	Yes	No	No	3	Furnished	Rent	102	16
354	9.588885	41.873176	Goro	6250564	4	3	214	Apartment	Good	2014	6.63	No	Yes	No	Yes	5	Semi	Sale	108	52
355	9.609981	41.854479	Goro	2014874	5	3	65	Apartment	New	2005	3.79	No	No	Yes	Yes	3	Unfurnished	Sale	106	3
356	9.580017	41.854547	Sabian	6261431	2	3	211	Studio	New	2018	3.46	No	No	No	Yes	1	Furnished	Sale	107	29
357	9.622295	41.878665	Kezira	5561935	4	2	139	House	New	2019	2.27	Yes	Yes	No	No	4	Furnished	Sale	105	43
358	9.629759	41.845848	Kezira	5954983	3	2	156	Apartment	New	2018	5.72	Yes	Yes	No	Yes	4	Unfurnished	Sale	102	19
359	9.636307	41.883617	Addis Ketema	3197105	2	1	73	Studio	Good	2010	6.59	No	No	Yes	Yes	5	Furnished	Sale	102	56
360	9.593273	41.874914	Industrial Zone	2445081	5	2	118	Apartment	Old	2018	6.62	Yes	Yes	No	No	4	Unfurnished	Sale	106	32
361	9.607834	41.832115	Sabian	6496201	2	1	213	House	Good	2019	6.18	No	Yes	No	Yes	5	Furnished	Sale	109	6
362	9.632366	41.883528	Kezira	5212981	3	1	123	Apartment	Old	2023	2.44	No	Yes	Yes	Yes	4	Semi	Rent	104	43
363	9.621781	41.839205	Industrial Zone	3025749	4	2	135	Apartment	Old	2017	1.42	Yes	Yes	No	No	4	Furnished	Sale	109	5
364	9.637984	41.879109	Addis Ketema	3923192	4	1	91	House	Good	2007	4.66	No	Yes	Yes	No	3	Furnished	Sale	100	9
365	9.591914	41.830722	Goro	3898954	4	2	123	Apartment	New	2021	3.72	No	Yes	Yes	Yes	3	Unfurnished	Rent	104	41
366	9.637268	41.847723	Kezira	7279696	1	1	184	Studio	Good	2006	2.09	No	Yes	No	Yes	2	Unfurnished	Sale	105	39
367	9.598267	41.855182	Melka Jebdu	2003291	2	2	58	Apartment	Old	2022	1.93	Yes	No	Yes	Yes	1	Furnished	Rent	100	17
368	9.616149	41.859872	Melka Jebdu	1914104	4	2	64	Studio	Good	2022	3.43	Yes	Yes	Yes	Yes	4	Furnished	Sale	107	47
369	9.599873	41.860199	Industrial Zone	4930502	1	2	215	Apartment	New	2012	5.85	No	No	Yes	Yes	1	Semi	Rent	107	38
370	9.602044	41.877808	Addis Ketema	4653942	4	3	115	Apartment	Good	2022	2.68	Yes	Yes	Yes	No	2	Furnished	Rent	102	53
371	9.586303	41.851549	Melka Jebdu	5278736	2	3	165	House	New	2016	3.11	No	Yes	Yes	No	4	Furnished	Rent	101	27
372	9.628981	41.889075	Melka Jebdu	3870337	3	2	121	Apartment	Old	2008	4.42	Yes	Yes	Yes	Yes	3	Furnished	Rent	104	17
373	9.6382	41.866109	Goro	6034731	5	3	200	Apartment	Good	2018	6.39	Yes	No	No	No	1	Semi	Sale	103	1
374	9.616628	41.857061	Melka Jebdu	6784772	2	1	210	Studio	New	2019	6.35	No	No	Yes	Yes	3	Unfurnished	Rent	100	40
375	9.580075	41.880611	Goro	3130733	5	1	89	Apartment	Good	2018	6.24	No	Yes	Yes	Yes	2	Unfurnished	Rent	106	43
376	9.594943	41.874642	Industrial Zone	2143071	3	3	93	Studio	Good	2009	1.01	No	Yes	No	Yes	2	Furnished	Sale	110	7
377	9.583907	41.857531	Addis Ketema	7631755	3	2	187	Apartment	Good	2017	2.06	Yes	No	Yes	No	5	Unfurnished	Sale	105	26
378	9.636352	41.884036	Sabian	4032728	5	2	118	Apartment	New	2005	4.83	No	No	Yes	No	1	Furnished	Sale	109	46
379	9.633394	41.873205	Industrial Zone	4725955	1	2	200	House	Good	2022	3.02	No	Yes	Yes	Yes	5	Semi	Sale	110	17
380	9.601175	41.846791	Sabian	7018077	4	2	212	Studio	New	2008	5.19	Yes	Yes	Yes	Yes	2	Furnished	Sale	103	2
381	9.626507	41.879974	Addis Ketema	6092369	2	3	163	House	New	2010	2.55	Yes	Yes	No	Yes	2	Unfurnished	Rent	100	24
382	9.616635	41.883162	Kezira	8076704	5	2	206	Apartment	Old	2009	6.56	Yes	No	No	No	4	Furnished	Sale	101	39
383	9.611278	41.868688	Addis Ketema	4288878	2	2	114	House	New	2008	3.07	No	No	No	No	5	Furnished	Rent	107	3
384	9.596176	41.851683	Goro	4395467	1	3	140	Studio	New	2020	3.87	Yes	No	No	Yes	4	Furnished	Rent	109	13
385	9.633715	41.875111	Melka Jebdu	1391888	2	3	52	House	Old	2013	4.18	No	Yes	No	No	4	Unfurnished	Sale	105	16
386	9.60824	41.861892	Goro	1903285	3	1	55	Apartment	Old	2013	2.28	No	Yes	Yes	No	3	Semi	Sale	105	16
387	9.625603	41.840503	Goro	1949894	2	1	61	Apartment	Good	2008	2.89	Yes	Yes	No	Yes	1	Furnished	Rent	107	60
388	9.614011	41.883721	Goro	4758053	3	2	140	Studio	Old	2013	4.57	No	No	Yes	Yes	3	Furnished	Rent	110	36
389	9.626722	41.868052	Goro	6855603	2	1	203	Apartment	Good	2016	6.21	No	Yes	Yes	No	3	Furnished	Rent	100	34
390	9.621762	41.831566	Industrial Zone	1707991	4	3	73	House	Good	2014	5.62	Yes	Yes	No	Yes	5	Unfurnished	Rent	100	60
391	9.614111	41.867825	Kezira	7074751	5	3	165	House	New	2021	3.71	No	No	Yes	Yes	3	Furnished	Sale	100	56
392	9.627073	41.857883	Addis Ketema	2253173	2	2	53	House	New	2020	2.27	Yes	Yes	Yes	Yes	3	Furnished	Sale	109	40
393	9.616911	41.873845	Addis Ketema	7556190	4	2	199	Apartment	New	2006	2.49	Yes	No	No	Yes	4	Unfurnished	Rent	101	54
394	9.605051	41.862017	Kezira	3106194	4	1	70	House	Old	2022	1.23	No	Yes	Yes	No	4	Furnished	Rent	103	19
395	9.596816	41.855219	Industrial Zone	2247250	3	2	113	House	Good	2013	1.02	No	Yes	No	No	4	Semi	Rent	106	45
396	9.63207	41.868952	Melka Jebdu	3256874	4	3	114	Apartment	New	2015	6.77	No	Yes	No	Yes	5	Semi	Sale	103	38
397	9.585001	41.883932	Kezira	3920141	1	3	97	House	Old	2021	6.32	No	No	No	Yes	5	Semi	Sale	104	34
398	9.636216	41.849455	Melka Jebdu	2613552	5	2	87	House	Good	2020	3.33	No	No	No	Yes	4	Semi	Sale	105	37
399	9.594128	41.835784	Sabian	5454119	3	2	182	House	Good	2010	5.27	Yes	No	No	Yes	3	Semi	Sale	103	59
